userid,user_display_name,user_screen_name,user_profile_description,fake_news,institute_or_Organization,individual,political_affiliate,retweeters_id,retweeters_category,retweetersCategory,retweeters_count,noOfTweets,noOfReTweets,follower_count,following_count,reply_count,like_count,No_of_usersMentioned,hashtag_counts,urls_counts,quote_count,polls_counts,retweet_tweet_ratio,ageOftheAccount,tweet_client,categories
03a9d7c823d499979ebf80b7aeb216ed64eb9034a146f917a07aea80abab7b13,03a9d7c823d499979ebf80b7aeb216ed64eb9034a146f917a07aea80abab7b13,03a9d7c823d499979ebf80b7aeb216ed64eb9034a146f917a07aea80abab7b13,uptodate news!!!!,0,0,1,0,[],[],0,0,21755,0,86,41,66,291,0,13313,13091,6,0,0,1406,0,2
0404c43fd292e150e475afeff9a6975d5ee14a8647ee97fce25f515b93759a2c,0404c43fd292e150e475afeff9a6975d5ee14a8647ee97fce25f515b93759a2c,0404c43fd292e150e475afeff9a6975d5ee14a8647ee97fce25f515b93759a2c,"warm as the sun, dipped in black. full time protagonist, womanist, & revolutionary | STRENGTH, COURAGE, & WISDOM.",0,0,1,0,"['566e45ac92c91b4ef5d8b96bd86b67f18534e4bd2ca92476d3475b1d78a7ed3a', '0dea399346f2f1a94e11fbc84897a35f1ccd3fcde6ea5f0e207ba0b296412e47', '77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad', 'cfe9315d7429aedb7f843a165185d91f0ae819e54026d8a22a4f6e539f5e9132', '40bd0ff013b85c7646ca07ad238bc4dc865ce2cc87034af6e7884e69481f6422', 'c465bceee4e65cc392661fafdecabc98450eb1f0b67e66a5a0d69be631f34ca5', 'ddfd06b8f6b4181acba40f0858d321d7621f13f6b7898e9bfc2396071db5f241', '56078c7539382d72f23d6958f0c74928ae27bd6e6a798e3cfcfe661696d3fc62', 'e8e7c2bfdb7272a4a7db5dfcbb01627222d934054e99469baba6a2fe5edb9f92', '138c356cde5939060f3491ce10e756cadb57274aba02e94069345205d0744167', 'f1dc2d4ba0ac7fa438def6de29cad092542d54ae4364b9e193ae7c1a8653f382']","[0, 1, 2, 3]",4,11,538,1598,815,817,14,60,132,408,80,0,0,2.9703,1063,1,2
04315c529e7f1fca2057fbf6dab89333e8df8e035714fef90f50bd8313c20496,04315c529e7f1fca2057fbf6dab89333e8df8e035714fef90f50bd8313c20496,04315c529e7f1fca2057fbf6dab89333e8df8e035714fef90f50bd8313c20496,"In plans to gain wealth and dump over the hill. Well, sorry, like this",0,0,1,0,[],[],0,0,1,1,216,1467,0,0,0,0,1,0,0,1,347,4,2
047387a8053194be8e31ed1d3b99e93fa80944e0d60e62b52212501d30caef2d,047387a8053194be8e31ed1d3b99e93fa80944e0d60e62b52212501d30caef2d,047387a8053194be8e31ed1d3b99e93fa80944e0d60e62b52212501d30caef2d,A person who never made a mistake never tried anything new.,0,0,1,0,[],[],0,0,218,0,18,126,1,1,0,93,18,0,0,0,213,1,2
04853df2af2d870c0b9e30304e110521538e6b73936ffcf7055cb0ba365e79c6,04853df2af2d870c0b9e30304e110521538e6b73936ffcf7055cb0ba365e79c6,04853df2af2d870c0b9e30304e110521538e6b73936ffcf7055cb0ba365e79c6,Teacher: practice: notes # Music -,0,0,1,0,[],[],0,0,16,0,66,12,0,0,0,0,16,0,0,0,168,4,2
0490d46f62ce81404695f5b3496d3130276761fc5d66bdd362ca865dac72dc41,0490d46f62ce81404695f5b3496d3130276761fc5d66bdd362ca865dac72dc41,0490d46f62ce81404695f5b3496d3130276761fc5d66bdd362ca865dac72dc41,"""Im mothafuckin rich bitch""",0,0,1,0,[],[],0,0,1,2,191,219,0,0,0,0,1,0,0,2,237,4,2
04a943c2347bae450859dbbb567e87d15b40aa7dc76798d5e45b2f6d9e3e4e5c,04a943c2347bae450859dbbb567e87d15b40aa7dc76798d5e45b2f6d9e3e4e5c,04a943c2347bae450859dbbb567e87d15b40aa7dc76798d5e45b2f6d9e3e4e5c,"""Its a scoobie oobie doobie scoobie doobie melody""",0,0,1,0,[],[],0,0,2,0,152,394,0,0,0,1,1,0,0,0,462,1,2
04beddc9b26c9b86a4c3e59eb138dfeb53cae15e6a44739951dc942dcc60edd5,04beddc9b26c9b86a4c3e59eb138dfeb53cae15e6a44739951dc942dcc60edd5,04beddc9b26c9b86a4c3e59eb138dfeb53cae15e6a44739951dc942dcc60edd5,"I swing, but lately more often on a swing ...",0,0,1,0,[],[],0,0,1,0,77,124,0,0,0,0,0,0,0,0,123,1,2
04d499f6923eb7902454b7eee66701eaa4c7708743fe16ea7053dc0bec8e1be2,04d499f6923eb7902454b7eee66701eaa4c7708743fe16ea7053dc0bec8e1be2,04d499f6923eb7902454b7eee66701eaa4c7708743fe16ea7053dc0bec8e1be2,Share Best Selfie,0,0,1,0,[],[],0,0,1401,0,14,0,13,190,1411,0,854,0,0,0,3,3,2
050f6f287ff564463cb290ec9933a045e07d0eea41352e3ed893cd570e97adbb,050f6f287ff564463cb290ec9933a045e07d0eea41352e3ed893cd570e97adbb,050f6f287ff564463cb290ec9933a045e07d0eea41352e3ed893cd570e97adbb,"everyone chooses for himself: woman, religion, road",0,0,1,0,[],[],0,0,1,74,1495,392,0,0,0,0,0,0,0,74,1093,1,2
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,"Great thoughts speak only to the thoughtful mind, but great actions speak to all mankind.",0,0,1,0,"['1650681522', '2616344667', '2878166306', '2882013788', 'caf105a130b8a17444728eca4a6447acb063701a86385c341f914f9fdb7eccba', 'eaca5eb703fbc67f7b3d0c7542a3e437d35b9116ccd0fafb322ecd0bc93855d9', '2742482932', '8d313bc4410c3158379fb24df70f09dc2f5c96cef6aa527df856b61d1ffdd89e', '1718000594', '3438999494', '2573225349', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539', 'c863f6f0e2519b1a5b8b00e4f056fd0eab09a62bcf8be2b5e7eaafa42d89e535', '2532611755']","[2, 3]",2,14,2096,3417,4946,4236,98,1435,288,1194,134,27,0,1.6302,1186,1,2
05693cd6ebf0403c65a30bab30085efe031b3762f8260c74c63a919950fb9821,05693cd6ebf0403c65a30bab30085efe031b3762f8260c74c63a919950fb9821,05693cd6ebf0403c65a30bab30085efe031b3762f8260c74c63a919950fb9821,"Hairdresser, stylist. Who wants to try their luck with me in building the perfect style, please, I'm here: http://t.co/uEQRXCrqtW",0,0,1,0,[],[],0,0,6,427,724,1917,0,0,0,9,1,0,0,71.1667,485,1,2
05889d4a37fca9672534f070cc725be5833aa7d700e17c66ce43094476436736,05889d4a37fca9672534f070cc725be5833aa7d700e17c66ce43094476436736,05889d4a37fca9672534f070cc725be5833aa7d700e17c66ce43094476436736,"Give light, and the darkness will disappear of itself.",0,0,1,0,[],[],0,0,459,11,1,0,2,3,9,330,80,0,0,0.024,215,1,2
05cae276d4b3dbad4202fd059f4d579b760ccfa826801ca16977e2ef0e6fafd1,05cae276d4b3dbad4202fd059f4d579b760ccfa826801ca16977e2ef0e6fafd1,05cae276d4b3dbad4202fd059f4d579b760ccfa826801ca16977e2ef0e6fafd1,"Life is what we make it, always has been, always will be.",0,0,1,0,"['27e78d08e4fedeccd34553f6771d64e8bc80fab8a1ed45f78c4b3343155e344e', 'b8726fc348617a6f9dce6cf86995ac180d7de04399bd98c1e340a630f385f866', 'bc95e75b9da103aae2ff6f7a9cc127a30739203b7fb8e27f75d932883fd1f5dd']",[2],1,3,377,207,188,175,2,18,0,81,72,0,0,0.5491,649,1,2
05cee3ae6186913b72454f69fd901c71de986b0a03e48b36a5fd94c69794560a,05cee3ae6186913b72454f69fd901c71de986b0a03e48b36a5fd94c69794560a,05cee3ae6186913b72454f69fd901c71de986b0a03e48b36a5fd94c69794560a,alcohol fanatic,0,0,1,0,[],[],0,0,1,3,278,307,0,0,0,0,0,0,0,3,218,1,2
05db13b267d11cfd7749385a4f32d8298dda15b875c51c28167f2e4cbc05d23c,05db13b267d11cfd7749385a4f32d8298dda15b875c51c28167f2e4cbc05d23c,05db13b267d11cfd7749385a4f32d8298dda15b875c51c28167f2e4cbc05d23c,"The baseball player, the father, I love rock music",0,0,1,0,[],[],0,0,49,16,157,315,0,0,9,39,3,0,0,0.3265,267,1,2
05f45000219663253a45acf28ec5fb2a773ffbbd9b9aba47bfa17d5adc3af4e5,05f45000219663253a45acf28ec5fb2a773ffbbd9b9aba47bfa17d5adc3af4e5,05f45000219663253a45acf28ec5fb2a773ffbbd9b9aba47bfa17d5adc3af4e5,"Too lazy, too hungry",0,0,1,0,[],[],0,0,309,0,8,89,0,2,1,238,13,0,0,0,218,1,2
0630d2efaf418ecb15ba9d39a8b61cd349b55ff9692face5f7cfd889d4494b44,0630d2efaf418ecb15ba9d39a8b61cd349b55ff9692face5f7cfd889d4494b44,0630d2efaf418ecb15ba9d39a8b61cd349b55ff9692face5f7cfd889d4494b44,"""The show must go on, so lets go!""",0,0,1,0,[],[],0,0,5,0,34,195,0,0,0,2,0,0,0,0,1775,1,2
064e72b105053ba989fedc8f77887cefd23fdd8e8791724de849eb9eac88640f,064e72b105053ba989fedc8f77887cefd23fdd8e8791724de849eb9eac88640f,064e72b105053ba989fedc8f77887cefd23fdd8e8791724de849eb9eac88640f,One Direction fandom #the directors,0,0,1,0,[],[],0,0,2,0,65,11,0,0,0,2,0,0,0,0,1917,1,2
069e2889937930064ac1f3cac316483f9f5634d7edca6878174de81e91bb9e0a,069e2889937930064ac1f3cac316483f9f5634d7edca6878174de81e91bb9e0a,069e2889937930064ac1f3cac316483f9f5634d7edca6878174de81e91bb9e0a,Stop trying to fix the POLICE; fix the GHETTO!   #WakeUpAmerica #TCOT #PJNET #BlueLivesMatter,0,0,0,1,['c11105737c747683a338d7efcbea63379e803081de056d02233155ef82e58599'],[1],1,1,430,717,719,739,10,10,18,196,86,0,0,1.6674,622,1,3
06b743941e9471d9c9d0b70ae82024d395e135fc88b90127be7a9f0e6a4f1734,06b743941e9471d9c9d0b70ae82024d395e135fc88b90127be7a9f0e6a4f1734,06b743941e9471d9c9d0b70ae82024d395e135fc88b90127be7a9f0e6a4f1734,love this world,0,0,1,0,[],[],0,0,489,1,33,300,2,1,0,539,10,0,0,0.002,223,1,2
